SeqNo,Year,Month,Day,ms,time,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
10,2016,9,16,54760078,10:12:40,2,87,5.6,-3276.8,14,0.01,0.04,3.872,45,11,65535,255,2.9,1.32,5,65535,0,65535,1,17,-1,-0.95,0.2,0.26,-0.15,-0.06,20.7,528,254,-75,12,37.1,422,416,503,0
11,2016,9,16,54761079,10:12:41,2,87,5.6,-3276.8,13,0.01,0.04,3.872,45,10,65535,255,2.9,1.04,9,65535,0,65535,1,18,-1,-0.95,0.19,0.24,-0.16,-0.07,20.7,528,254,-75,12,37.1,415,423,509,0
12,2016,9,16,54762078,10:12:42,2,86,5.9,-3276.8,13,0.01,0.03,3.872,45,9,65535,255,2.9,1.1,13,65535,0,65535,1,19,-1,-0.95,0.2,0.24,-0.15,-0.07,20.7,528,254,5,12,37.1,416,422,508,0
13,2016,9,16,54763078,10:12:43,2,85,5.9,-3276.8,13,0.02,0.07,3.872,45,8,65535,255,2.9,1.34,23,65535,100,65535,1,20,-1,-0.95,0.19,0.24,-0.13,-0.03,20.7,512,254,-75,12,37.1,416,422,508,0
14,2016,9,16,54764079,10:12:44,2,85,6.5,-3276.8,13,0.01,0.04,3.872,45,7,65535,255,2.9,1.66,31,65535,100,65535,1,21,-1.01,-0.95,0.19,0.25,-0.16,-0.06,20.7,512,254,0,12,37.1,417,423,508,0
15,2016,9,16,54765078,10:12:45,2,85,6.5,-3276.8,13,0.01,0.04,3.872,45,6,65535,255,4.84,1.6,38,65535,100,65535,1,22,-1,-0.95,0.19,0.24,-0.15,-0.06,20.7,512,254,-75,12,37.1,416,423,507,0
16,2016,9,16,54766078,10:12:46,2,84,6.8,-3276.8,13,0.01,0.04,3.872,45,6,65535,255,4.84,1.28,42,65535,100,65535,1,23,-1,-0.96,0.19,0.22,-0.13,-0.04,20.7,512,254,-75,12,37.1,416,422,507,0
17,2016,9,16,54767081,10:12:47,2,84,6.8,-3276.8,13,0.01,0.03,3.871,45,5,65535,255,4.4,1.36,46,65535,100,65535,1,24,-1,-0.93,0.18,0.22,-0.14,-0.06,20.8,512,254,0,12,37.1,417,427,495,0
18,2016,9,16,54768081,10:12:48,2,84,7.3,-3276.8,12,0.06,0.14,3.871,45,5,65535,255,4.4,1.82,49,65535,100,65535,1,25,-1.02,-0.96,0.19,0.3,-0.1,0.07,20.8,512,254,0,12,37.1,416,423,508,0
19,2016,9,16,54769079,10:12:49,2,83,7.3,-3276.8,14,0.07,0.15,3.871,45,5,65535,255,4.4,2.54,48,65535,100,65535,1,26,-1.03,-0.91,0.2,0.37,-0.09,0.04,20.8,512,254,-75,12,37.1,415,422,508,0
20,2016,9,16,54770081,10:12:50,2,84,8,-3276.8,13,0.02,0.06,3.871,45,5,65535,255,4.4,2.24,47,65535,100,65535,1,27,-1.01,-0.97,0.18,0.24,-0.12,-0.03,20.8,512,254,0,12,37.1,415,423,508,0
21,2016,9,16,54771081,10:12:51,2,84,8,-3276.8,12,0.02,0.04,3.871,45,5,65535,255,4.4,1.88,47,65535,100,65535,1,28,-1.02,-0.97,0.19,0.24,-0.09,-0.01,20.8,512,254,3,12,37.1,414,422,509,0
22,2016,9,16,54772083,10:12:52,2,84,8.4,-3276.8,12,0.01,0.02,3.871,45,6,65535,255,4.4,1.52,47,65535,100,65535,1,29,-1,-0.96,0.18,0.22,-0.08,-0.01,20.8,512,254,0,12,37.1,416,422,507,0
23,2016,9,16,54773083,10:12:53,2,84,8.4,-3276.8,12,0.01,0.03,3.871,45,6,65535,255,4.14,1.54,48,65535,100,65535,1,30,-1,-0.96,0.19,0.24,-0.08,0,20.8,512,254,3,12,37.1,415,423,508,0
24,2016,9,16,54774082,10:12:54,2,84,8.8,-3276.8,12,0.01,0.03,3.871,45,6,65535,255,4.14,1.48,49,65535,100,65535,1,31,-0.98,-0.95,0.19,0.22,-0.04,0.01,20.8,512,254,0,12,37.1,406,416,490,0
25,2016,9,16,54775083,10:12:55,2,83,8.8,-3276.8,12,0.01,0.03,3.871,45,6,65535,255,4.14,1.36,51,65535,100,65535,1,32,-0.98,-0.95,0.19,0.22,-0.04,0.01,20.8,512,254,-75,12,37.1,415,422,507,0
26,2016,9,16,54776081,10:12:56,2,83,9.1,-3276.8,12,0.01,0.03,3.871,45,6,65535,255,4.14,1.52,53,65535,100,65535,1,33,-1.01,-0.96,0.18,0.22,-0.07,0,20.8,512,254,0,12,37.1,415,422,508,0
27,2016,9,16,54777083,10:12:57,2,83,9.1,-3276.8,11,0.01,0.02,3.871,45,6,65535,255,3.74,1.56,54,65535,100,65535,1,34,-1.01,-0.96,0.18,0.22,-0.07,-0.01,20.8,512,254,0,12,37.1,414,423,508,0
28,2016,9,16,54778083,10:12:58,2,83,9.7,-3276.8,11,0.01,0.03,3.871,45,5,65535,255,3.74,1.26,53,65535,100,65535,1,35,-1,-0.95,0.18,0.22,-0.07,-0.01,20.8,512,254,2,12,37.1,415,422,508,0
29,2016,9,16,54779083,10:12:59,2,82,9.7,-3276.8,12,0.01,0.03,3.871,45,5,65535,255,3.74,1.46,53,65535,100,65535,1,36,-0.98,-0.96,0.18,0.22,-0.08,-0.01,20.8,512,254,5,12,37.1,415,422,507,0
30,2016,9,16,54780081,10:13:0,2,82,9.9,-3276.8,12,0.01,0.03,3.871,45,4,65535,255,3.74,1.46,52,65535,100,65535,1,37,-1.01,-0.96,0.19,0.24,-0.08,-0.02,20.8,512,254,-75,12,37.1,415,422,509,0
31,2016,9,16,54781083,10:13:1,2,82,9.9,-3276.8,12,0.01,0.04,3.871,45,4,65535,255,3.74,1.32,52,65535,100,65535,1,38,-1.01,-0.96,0.18,0.22,-0.1,-0.02,20.9,512,254,0,12,37.1,406,414,482,0
32,2016,9,16,54782082,10:13:2,2,82,10.1,-3276.8,11,0.02,0.03,3.869,44,4,65535,255,3.74,1.48,52,65535,100,65535,1,39,-1,-0.96,0.18,0.22,-0.07,-0.01,20.9,512,254,4,12,37.1,415,423,508,0
33,2016,9,16,54783084,10:13:3,2,81,10.1,-3276.8,-12,0.14,0.12,3.869,44,4,65535,255,3.74,1.52,51,65535,100,65535,1,40,-1,-0.96,0.18,0.22,-0.08,0.08,20.9,512,254,1,12,37.1,416,422,507,0
34,2016,9,16,54784084,10:13:4,2,81,10.3,-3276.8,-12,0.06,0.19,3.869,44,4,65535,255,3.74,1.26,51,65535,100,65535,1,41,-1,-0.96,0.19,0.24,0.04,0.19,20.9,512,254,1,12,37.1,415,422,508,0
35,2016,9,16,54785081,10:13:5,2,80,10.3,-3276.8,-12,0.02,0.08,3.869,44,4,65535,255,2.52,0.98,53,65535,100,65535,1,42,-1,-0.96,0.16,0.22,0.08,0.16,20.9,512,254,1,12,37.1,415,422,508,0
36,2016,9,16,54786083,10:13:6,2,81,10.5,-3276.8,-12,0.02,0.06,3.869,44,4,65535,255,2.52,1.04,53,65535,100,65535,1,43,-1.01,-0.96,0.15,0.2,0.07,0.15,20.9,512,254,1,12,37.1,414,423,508,0
37,2016,9,16,54787083,10:13:7,2,81,10.5,-3276.8,-12,0.01,0.04,3.869,44,4,65535,255,2.52,1.08,53,65535,100,65535,1,44,-1,-0.97,0.15,0.22,0.07,0.15,20.9,512,254,0,12,37.1,415,423,508,0
38,2016,9,16,54788083,10:13:8,2,81,10.3,-3276.8,-12,0.01,0.03,3.869,44,4,65535,255,2.52,0.86,46,65535,100,65535,1,45,-1.01,-0.96,0.15,0.21,0.08,0.14,20.9,512,254,0,12,37.1,417,418,510,0
39,2016,9,16,54789083,10:13:9,2,81,10.3,-3276.8,-12,0.01,0.04,3.869,44,4,65535,255,2.52,0.74,40,65535,100,65535,1,46,-1,-0.97,0.16,0.21,0.06,0.14,20.9,512,254,0,12,37.1,415,422,508,0
40,2016,9,16,54790082,10:13:10,2,81,9.9,-3276.8,-12,0.01,0.04,3.869,44,4,65535,255,2.52,0.9,35,65535,100,65535,1,47,-1,-0.96,0.16,0.21,0.04,0.15,20.9,512,254,-75,12,37.1,415,422,508,0
41,2016,9,16,54791085,10:13:11,2,80,9.9,-3276.8,-12,0.01,0.03,3.869,44,4,65535,255,2.28,0.76,31,65535,100,65535,1,48,-1,-0.95,0.15,0.21,0.07,0.14,20.9,512,254,0,12,37.1,415,422,509,0
42,2016,9,16,54792084,10:13:12,2,81,9.8,-3276.8,-12,0.01,0.03,3.869,44,4,65535,255,2.28,0.7,27,65535,100,65535,1,49,-1.01,-0.96,0.16,0.21,0.06,0.12,20.9,512,254,1,12,37.1,415,421,508,0
43,2016,9,16,54793085,10:13:13,2,81,9.8,-3276.8,-12,0.01,0.03,3.868,44,3,65535,255,2.28,0.86,24,65535,100,65535,1,50,-1,-0.97,0.15,0.21,0.06,0.13,21,512,254,0,12,37.1,415,422,508,0
44,2016,9,16,54794085,10:13:14,2,81,9.7,-3276.8,-12,0.01,0.04,3.868,44,3,65535,255,2.28,0.88,21,65535,100,65535,1,51,-1.01,-0.96,0.15,0.2,0.06,0.15,21,512,254,1,12,37.1,415,422,507,0
45,2016,9,16,54795084,10:13:15,2,81,9.7,-3276.8,-11,0.01,0.03,3.868,44,3,65535,255,2.28,0.8,19,65535,0,65535,1,52,-1,-0.97,0.15,0.21,0.04,0.13,21,528,254,0,12,37.1,407,410,494,0
46,2016,9,16,54796083,10:13:16,2,81,10,-3276.8,-11,0.01,0.04,3.868,44,3,65535,255,2.28,0.78,16,65535,0,65535,1,53,-1.01,-0.97,0.15,0.21,0.04,0.14,21,528,254,0,12,37.3,416,422,508,0
47,2016,9,16,54797083,10:13:17,2,81,10,-3276.8,-11,0.02,0.03,3.868,44,3,65535,255,2.26,0.72,14,65535,0,65535,1,54,-1.01,-0.96,0.15,0.2,0.03,0.12,21,528,254,-75,12,37.3,421,431,518,0
48,2016,9,16,54798084,10:13:18,2,81,10.2,-3276.8,-11,0.01,0.04,3.868,44,2,65535,255,2.26,0.88,13,65535,0,65535,1,55,-1.01,-0.97,0.14,0.21,0.02,0.09,21,528,254,0,12,37.3,416,423,508,0
49,2016,9,16,54799083,10:13:19,2,81,10.2,-3276.8,-10,0.01,0.03,3.868,44,2,65535,255,2.26,0.92,11,65535,0,65535,1,56,-1.01,-0.96,0.15,0.2,0.03,0.1,21,528,254,0,12,37.3,415,423,508,0
50,2016,9,16,54800083,10:13:20,2,80,10.6,-3276.8,-10,0.01,0.03,3.868,44,2,65535,255,2.26,0.76,17,65535,0,65535,1,57,-1,-0.96,0.15,0.21,0.02,0.1,21,528,254,0,12,37.3,415,422,508,0
51,2016,9,16,54801084,10:13:21,2,80,10.6,-3276.8,-10,0.01,0.04,3.868,44,2,65535,255,2.6,0.86,21,65535,100,65535,1,58,-1,-0.95,0.14,0.2,0,0.08,21,512,254,0,12,37.3,415,422,508,0
52,2016,9,16,54802085,10:13:22,2,79,11.1,-3276.8,-10,0.02,0.03,3.868,44,2,65535,255,2.6,0.92,23,65535,100,65535,1,59,-1,-0.97,0.15,0.2,0,0.08,21,512,254,0,12,37.3,408,416,484,0
53,2016,9,16,54803084,10:13:23,2,79,11.1,-3276.8,-10,0.02,0.1,3.868,44,2,65535,255,2.44,0.8,21,65535,100,65535,1,60,-1.01,-0.97,0.01,0.22,-0.03,0.04,21,512,254,0,12,37.3,415,423,508,0
54,2016,9,16,54804084,10:13:24,2,79,11.2,-3276.8,10,0.02,0.04,3.868,44,2,65535,255,2.44,0.88,18,65535,0,65535,1,61,-1.02,-0.96,0.15,0.2,-0.03,0.01,21.1,528,254,0,12,37.3,414,423,507,0
55,2016,9,16,54805083,10:13:25,2,79,11.2,-3276.8,11,0.01,0.04,3.868,44,2,65535,255,2.3,0.86,16,65535,0,65535,1,62,-1.01,-0.97,0.15,0.2,-0.04,0.02,21.1,528,254,0,12,37.3,416,422,507,0
56,2016,9,16,54806085,10:13:26,2,78,11.2,-3276.8,11,0.02,0.03,3.868,44,2,65535,255,2.3,0.76,14,65535,0,65535,1,63,-1,-0.97,0.15,0.22,-0.03,0.01,21.1,528,254,0,12,37.3,415,423,508,0
57,2016,9,16,54807085,10:13:27,2,78,11.2,-3276.8,11,0.06,0.09,3.868,44,3,65535,255,2.16,1.04,12,65535,0,65535,1,64,-1.02,-0.96,0.18,0.22,-0.13,0.02,21.1,528,254,1,12,37.3,415,423,507,0
58,2016,9,16,54808084,10:13:28,2,78,11.3,-3276.8,10,0.01,0.1,3.868,44,3,65535,255,2.16,1.12,11,65535,0,65535,0,0,-1,-0.95,0.15,0.21,-0.15,-0.03,21.1,531,254,0,12,37.3,416,422,508,0
59,2016,9,16,54809084,10:13:29,2,78,11.3,-3276.8,10,0.01,0.03,3.868,44,3,65535,255,2.16,1.12,10,65535,0,65535,1,0,-1.01,-0.96,0.14,0.2,-0.08,-0.01,21.1,528,254,0,12,37.3,413,421,491,0
60,2016,9,16,54810085,10:13:30,2,78,11.7,-3276.8,10,0.02,0.03,3.868,44,2,65535,255,2.16,1.08,9,65535,0,65535,1,1,-1.01,-0.97,0.15,0.2,-0.1,-0.01,21.1,528,254,0,12,37.3,415,423,508,0
61,2016,9,16,54811083,10:13:31,2,78,11.7,-3276.8,10,0.02,0.04,3.868,44,2,65535,255,2.16,1.06,8,65535,0,65535,1,2,-1.01,-0.96,0.13,0.2,-0.07,0.01,21.1,528,254,0,12,37.3,415,423,506,0
62,2016,9,16,54812084,10:13:32,2,78,12,-3276.8,9,0.02,0.04,3.868,44,2,65535,255,2.16,1.04,7,65535,0,65535,1,3,-1.01,-0.97,0.13,0.19,-0.04,0.01,21.1,528,254,0,12,37.3,415,422,507,0
63,2016,9,16,54813085,10:13:33,2,78,12,-3276.8,9,0.02,0.03,3.868,44,2,65535,255,3.1,0.92,12,65535,0,65535,1,4,-1.01,-0.96,0.13,0.2,-0.04,0.02,21.1,528,254,0,12,37.3,416,422,507,0
64,2016,9,16,54814085,10:13:34,2,78,12.3,-3276.8,8,0.03,0.04,3.868,44,3,65535,255,3.1,1.68,10,65535,0,65535,1,5,-1.02,-0.96,0.09,0.2,-0.06,0.02,21.1,528,254,0,12,37.3,415,423,507,0
65,2016,9,16,54815084,10:13:35,2,78,12.3,-3276.8,8,0.02,0.12,3.868,44,2,65535,255,2.86,2.26,9,65535,0,65535,1,6,-1.08,-0.95,0.02,0.2,-0.03,0.04,21.1,528,254,0,12,37.3,415,422,508,0
66,2016,9,16,54816085,10:13:36,2,78,12.3,-3276.8,9,0.03,0.04,3.868,44,2,65535,255,2.86,1.6,8,65535,0,65535,1,7,-1.03,-0.96,0.09,0.19,-0.02,0.04,21.1,528,254,0,12,37.3,416,423,500,0
67,2016,9,16,54817086,10:13:37,2,78,12.3,-3276.8,10,0.08,0.09,3.868,44,2,65535,255,2.86,1.36,7,65535,0,65535,1,8,-1.01,-0.96,0.01,0.2,-0.12,0.01,21.1,528,254,1,12,37.3,416,422,508,0
68,2016,9,16,54818085,10:13:38,2,78,12.3,-3276.8,12,0.06,0.13,3.868,44,3,65535,255,2.86,1.12,6,65535,0,65535,1,9,-1.01,-0.95,0.15,0.21,-0.18,-0.09,21.1,528,254,0,12,37.3,415,422,508,0
69,2016,9,16,54819085,10:13:39,2,77,12.3,-3276.8,13,0.03,0.08,3.868,44,3,65535,255,2.72,0.9,6,65535,0,65535,1,10,-1,-0.96,0.15,0.2,-0.18,-0.13,21.1,528,254,0,12,37.3,415,421,508,0
70,2016,9,16,54820086,10:13:40,2,77,11.9,-3276.8,13,0.02,0.06,3.867,44,3,65535,255,2.72,0.88,17,65535,0,65535,1,11,-0.98,-0.95,0.15,0.2,-0.19,-0.12,21.2,528,254,0,12,37.3,416,423,508,0
71,2016,9,16,54821087,10:13:41,2,76,11.9,-3276.8,13,0.01,0.03,3.867,44,3,65535,255,2.42,0.84,18,65535,0,65535,1,12,-1.01,-0.96,0.15,0.21,-0.18,-0.12,21.2,528,254,0,12,37.3,415,423,507,0
72,2016,9,16,54822086,10:13:42,2,76,11.6,-3276.8,14,0.01,0.03,3.867,44,3,65535,255,2.42,0.8,20,65535,0,65535,1,13,-1,-0.96,0.15,0.2,-0.19,-0.13,21.2,528,254,0,12,37.3,417,423,508,0
73,2016,9,16,54823086,10:13:43,2,76,11.6,-3276.8,13,0.01,0.03,3.867,44,3,65535,255,2.42,0.7,22,65535,100,65535,1,14,-1,-0.96,0.15,0.21,-0.18,-0.1,21.2,512,254,0,12,37.3,415,423,492,0
74,2016,9,16,54824088,10:13:44,2,76,11.4,-3276.8,13,0.01,0.03,3.867,44,3,65535,255,2.42,0.76,23,65535,100,65535,1,15,-1.01,-0.95,0.16,0.2,-0.18,-0.1,21.2,512,254,1,12,37.3,415,423,509,0
75,2016,9,16,54825087,10:13:45,2,76,11.4,-3276.8,14,0.01,0.04,3.867,44,3,65535,255,2.42,0.98,25,65535,100,65535,1,16,-1,-0.96,0.16,0.2,-0.16,-0.09,21.2,512,254,0,12,37.3,414,422,507,0
76,2016,9,16,54826088,10:13:46,2,76,11.2,-3276.8,14,0.01,0.03,3.867,44,3,65535,255,2.42,1.04,26,65535,100,65535,1,17,-1,-0.96,0.14,0.21,-0.16,-0.09,21.2,512,254,3,12,37.3,416,423,508,0
77,2016,9,16,54827088,10:13:47,2,76,11.2,-3276.8,14,0.02,0.03,3.867,44,3,65535,255,2.42,1.28,31,65535,100,65535,1,18,-1,-0.96,0.15,0.22,-0.16,-0.09,21.2,512,254,1,12,37.3,418,428,511,0
78,2016,9,16,54828088,10:13:48,2,76,10.9,-3276.8,13,0.09,0.13,3.867,44,3,65535,255,2.42,2,27,65535,100,65535,1,19,-1.06,-0.85,0.16,0.33,-0.2,-0.08,21.2,512,254,4,12,37.3,415,423,507,0
79,2016,9,16,54829088,10:13:49,2,76,10.9,-3276.8,12,0.06,0.19,3.867,44,3,65535,255,2.42,2.24,24,65535,100,65535,1,20,-1.1,-0.95,0.06,0.21,-0.14,0.02,21.2,512,254,0,12,37.3,414,423,508,0
80,2016,9,16,54830090,10:13:50,2,76,10.8,-3276.8,10,0.43,0.65,3.867,44,4,65535,255,2.42,3.08,21,65535,0,65535,0,0,-1.33,-0.78,-0.44,0.26,-0.31,0.24,21.2,531,254,-75,12,37.3,415,422,507,0
81,2016,9,16,54831089,10:13:51,2,77,10.8,-3276.8,8,0.3,0.75,3.867,44,6,65535,255,2.42,2.7,24,65535,100,65535,1,0,-1.1,-0.53,-0.53,0.08,-0.59,-0.06,21.4,512,254,0,12,37.3,416,422,508,0
82,2016,9,16,54832089,10:13:52,2,78,10.6,-3276.8,4,0.27,1.18,3.866,44,9,65535,255,2.42,1.96,21,65535,100,65535,1,1,-1.81,-0.66,-0.32,0.39,-0.46,0.89,21.4,512,254,1,12,37.3,416,422,507,0
83,2016,9,16,54833090,10:13:53,2,79,10.6,-3276.8,7,0.16,0.43,3.866,44,12,65535,255,2.42,1.32,18,65535,0,65535,1,2,-1.27,-0.75,-0.24,0.13,-0.37,0.38,21.4,528,254,0,12,37.3,415,422,508,0
84,2016,9,16,54834090,10:13:54,2,79,10.5,-3276.8,-13,0.88,1.25,3.866,44,26,65535,255,2.42,15.74,16,65535,0,65535,0,0,-1.49,-0.16,-1.27,0.3,-0.43,0.77,21.4,531,254,0,12,37.3,420,429,511,0
85,2016,9,16,54835090,10:13:55,2,79,10.5,-3276.8,35,0.89,4.78,3.866,44,33,65535,255,2.42,8.8,14,65535,0,65535,0,1,-3.21,1.31,-0.5,6.24,-0.61,1.71,21.4,528,254,4,12,37.3,415,421,508,0
86,2016,9,16,54836091,10:13:56,2,79,10.5,-3276.8,71,0.84,1.24,3.866,44,35,65535,255,2.42,5.6,13,65535,0,65535,0,2,-0.54,0.31,0.53,1.31,-1,-0.15,21.4,528,254,0,12,37.3,416,422,507,0
87,2016,9,16,54837090,10:13:57,2,80,10.5,-3276.8,86,0.58,1.03,3.866,44,34,65535,255,2.42,2.42,11,65535,0,65535,1,0,-0.13,0.67,0.57,1.44,-0.69,0.16,21.4,528,254,0,12,37.3,415,420,508,0
88,2016,9,16,54838091,10:13:58,2,79,10.6,-3276.8,-90,1.31,4.71,3.866,44,37,65535,255,2.42,1.54,10,65535,0,65535,1,1,-0.75,5.37,-0.92,1.65,-0.03,2.67,21.4,528,254,0,12,37.3,415,422,507,0
89,2016,9,16,54839088,10:13:59,2,80,10.6,-3276.8,-94,0.63,3.01,3.866,44,76,65535,255,2.42,0.66,9,65535,0,65535,1,2,-3.12,1.45,-1.53,2.72,0.59,1.69,21.4,528,254,-2,12,37.3,416,422,508,0
90,2016,9,16,54840090,10:14:0,2,80,10.7,-3276.8,-96,0.33,0.62,3.866,44,83,65535,255,2.42,0.3,8,65535,0,65535,1,3,0.06,0.18,-0.24,-0.12,0.9,1.09,21.4,528,254,0,12,37.3,414,423,508,0
91,2016,9,16,54841091,10:14:1,2,80,10.7,-3276.8,-100,0.27,0.37,3.866,44,77,65535,255,0,0.12,7,65535,0,65535,1,4,0.12,0.26,-0.2,0.03,0.95,1.28,21.4,528,155,-75,12,37.3,418,426,512,0
92,2016,9,16,54842091,10:14:2,2,80,10.9,-3276.8,-102,0.16,0.44,3.866,44,83,65535,255,0,4.04,6,65535,0,65535,1,5,0.1,0.54,-0.42,0.08,0.56,1.16,21.4,528,254,0,12,37.3,414,422,508,0
93,2016,9,16,54843091,10:14:3,2,80,10.9,-3276.8,-101,0.08,0.18,3.866,44,94,65535,255,0,1.74,5,65535,0,65535,0,0,0.13,0.25,-0.31,0,0.89,1.01,21.4,531,254,0,12,37.3,415,422,508,0
94,2016,9,16,54844091,10:14:4,2,80,11,-3276.8,-100,0.15,0.34,3.866,44,86,65535,255,0,0.8,5,65535,0,65535,0,0,0.08,0.2,-0.08,0.2,0.77,1.18,21.4,531,254,0,12,37.3,416,423,508,0
95,2016,9,16,54845092,10:14:5,2,80,11,-3276.8,-91,0.34,0.51,3.866,44,79,65535,255,0,10.74,4,65535,0,65535,0,0,-0.37,0.19,-0.16,0.31,0.8,1.26,21.4,531,254,0,12,37.3,415,423,508,0
96,2016,9,16,54846091,10:14:6,2,80,11.3,-3276.8,-86,0.26,0.66,3.866,44,77,65535,255,0,16.86,4,65535,0,65535,1,0,-0.4,0.01,-0.38,0.65,0.74,1.32,21.4,528,254,0,12,37.3,412,421,497,0
97,2016,9,16,54847092,10:14:7,2,80,11.3,-3276.8,-78,0.36,0.71,3.866,44,71,65535,255,0,11.44,3,65535,0,65535,1,1,-0.56,0.09,-0.56,0.26,0.74,1.27,21.4,528,254,0,12,37.3,413,419,507,0
98,2016,9,16,54848093,10:14:8,2,0,11.6,-3276.8,-33,1.2,1.57,3.866,44,65,65535,255,0.8,9.48,3,65535,0,65535,1,2,-1.25,-0.13,-0.66,0.61,-0.93,0.92,21.4,528,254,0,12,37.3,415,422,509,0
99,2016,9,16,54849092,10:14:9,2,57,11.6,-3276.8,42,0.89,1.4,3.866,44,68,65535,255,0.8,4.96,3,65535,0,65535,1,3,-0.81,0.32,-1,0.46,-1.01,-0.25,21.4,528,254,0,12,37.3,416,420,508,0
100,2016,9,16,54850093,10:14:10,2,53,11.8,-3276.8,-58,0.93,1.6,3.866,44,66,65535,255,9.584,2.28,3,65535,0,65535,1,4,-1.1,0.42,-1.21,0.77,-0.68,1.5,21.4,528,254,0,12,37.3,416,422,509,0
101,2016,9,16,54851093,10:14:11,2,48,11.8,-3276.8,-84,0.81,1.6,3.866,44,59,65535,255,9.584,1.36,2,65535,0,65535,1,5,-0.72,0.55,-0.59,0.83,0.66,1.43,21.4,528,254,0,12,37.3,415,421,508,0
102,2016,9,16,54852093,10:14:12,2,58,12.1,-3276.8,-102,0.57,0.95,3.866,44,52,65535,255,9.584,0.92,2,65535,0,65535,1,6,0.09,0.73,0.33,0.8,0.39,1.02,21.4,528,254,-75,12,37.3,415,421,508,0
103,2016,9,16,54853093,10:14:13,2,62,12.1,-3276.8,-107,0.3,0.5,3.866,44,49,65535,255,9.584,0.4,2,65535,0,65535,1,7,0.21,0.49,0.51,0.72,0.65,0.83,21.4,528,254,0,12,37.3,412,413,502,0
104,2016,9,16,54854093,10:14:14,2,64,12.3,-3276.8,-113,0.2,0.28,3.866,44,43,65535,255,11.364,0.32,2,65535,0,65535,1,8,0.38,0.56,0.39,0.66,0.6,0.78,21.4,528,254,0,12,37.3,415,422,508,0
