0.0,0.505979995902,2.50339508057e-05,-0.1428805,2016_9_26-15_14_3,3
7.0,4.89507349942,12.0798771382,-0.1776349,2016_9_26-15_14_30,3
7.0,4.87719467145,31.9376871586,-0.1982960,2016_9_26-15_15_2,3
6.0,3.28035062125,42.2406630516,-0.3550957,2016_9_26-15_15_32,3
14.0,14.464405071,77.2404990196,-0.2947763,2016_9_26-15_22_6,3
0.0,0.579808955178,1.4066696167e-05,-0.1428805,2016_9_26-15_14_4,3
7.0,4.78600462692,18.1083509922,-0.1942284,2016_9_26-15_14_29,3
5.0,3.99098700486,28.9705860615,-0.2780004,2016_9_26-15_14_51,3
10.0,4.85123718997,66.0586898327,-0.1821594,2016_9_26-15_15_37,3
4.0,2.75368059274,75.2310197353,-0.3931660,2016_9_26-15_15_57,3
5.0,6.88768680655,103.906799555,-0.3269402,2016_9_26-15_16_43,3
2.0,3.24118679869,104.211134672,-0.3924172,2016_9_26-15_17_5,3
0.0,0.507341832679,5.22136688232e-05,-0.1428805,2016_9_26-15_14_3,3
5.0,3.96880725197,3.96850037575,-0.1809208,2016_9_26-15_14_20,3
5.0,3.71771416213,14.9217581748,-0.2237519,2016_9_26-15_14_46,3
6.0,2.75158468236,28.8576900958,-0.3007988,2016_9_26-15_15_11,3
7.0,4.44910847335,50.9097421168,-0.2694748,2016_9_26-15_15_46,3
5.0,3.5512404343,58.7425620555,-0.3745332,2016_9_26-15_16_9,3
2.0,3.79122042914,59.165901184,-0.4127661,2016_9_26-15_16_31,3
0.0,0.0764978900121,1.71661376953e-05,-0.1428805,2016_9_26-14_36_38,3
6.0,6.37765433713,18.9913332462,-0.1843433,2016_9_26-14_37_15,3
3.0,1.51594857119,26.9040594101,-0.3191670,2016_9_26-14_37_28,3
14.0,11.0645507765,87.7150645256,-0.2998648,2016_9_26-14_38_50,3
2.0,2.10154689569,89.8339076042,-0.3963065,2016_9_26-14_39_8,3
11.0,8.59978524224,137.048041582,-0.3165167,2016_9_26-14_40_14,3
1.0,0.193444781739,139.496586561,-0.4385627,2016_9_26-14_40_26,3
4.0,2.59139558545,146.64491272,-0.4418184,2016_9_26-14_40_44,3
7.0,8.65579725387,192.014732838,-0.5663583,2016_9_26-14_41_40,3
2.0,2.04918217536,198.913849831,-0.6203592,2016_9_26-14_41_55,3
2.0,1.19143495863,201.464441776,-0.6203592,2016_9_26-14_42_4,3
2.0,0.603968087697,204.522330999,-0.6026082,2016_9_26-14_42_15,3
0.0,0.50596858771,1.81198120117e-05,-0.1428805,2016_9_26-14_36_39,3
2.0,3.95613726469,8.35781621933,-0.1832948,2016_9_26-14_36_50,3
16.0,9.29673103199,82.7659254074,-0.2464134,2016_9_26-14_38_14,3
13.0,11.188070249,143.414361477,-0.3969857,2016_9_26-14_39_28,3
4.0,2.66042355333,156.0358603,-0.5563230,2016_9_26-14_39_55,3
8.0,7.15946134711,203.647317171,-0.5427160,2016_9_26-14_41_0,3
3.0,4.15867413767,203.9377563,-0.6203592,2016_9_26-14_41_21,3
0.0,0.50596858771,1.09672546387e-05,-0.1428805,2016_9_26-14_36_39,3
6.0,6.31346202729,32.647587061,-0.2260581,2016_9_26-14_37_16,3
5.0,2.32816889593,47.7449491025,-0.4141268,2016_9_26-14_37_37,3
2.0,1.28655464044,49.4783461094,-0.4363934,2016_9_26-14_37_50,3
1.0,0.773874361397,53.2449061871,-0.4363934,2016_9_26-14_37_57,3
4.0,2.78933990033,72.1802041531,-0.3931660,2016_9_26-14_38_21,3
4.0,4.62250886273,96.1642541886,-0.3376674,2016_9_26-14_38_46,3
9.0,6.32438406873,132.707304239,-0.3073407,2016_9_26-14_39_27,3
2.0,1.61155008783,135.080597162,-0.4385627,2016_9_26-14_39_46,3
21.0,18.6315193514,211.803072214,-0.5812365,2016_9_26-14_42_30,3
10.0,14.7738311224,292.031737089,-0.7093406,2016_9_26-14_45_8,3
7.0,5.01724736666,314.365456104,-0.6720455,2016_9_26-14_45_39,3
6.0,3.07635495517,318.308503151,-0.6694968,2016_9_26-14_46_6,3
0.0,0.629062758425,6.19888305664e-06,-0.1428805,2016_9_26-17_24_5,3
4.0,9.24757858194,9.93467521667,-0.1688575,2016_9_26-17_24_25,3
4.0,2.87769420861,16.1224341393,-0.2576602,2016_9_26-17_24_45,3
6.0,3.07688820273,22.6464180946,-0.2668905,2016_9_26-17_25_16,3
10.0,5.96346703696,41.1112122535,-0.1668916,2016_9_26-17_25_55,3
4.0,2.19879271406,46.1766631603,-0.4141268,2016_9_26-17_26_12,3
0.0,0.566018426428,1.31130218506e-05,-0.1428805,2016_9_26-17_24_5,3
6.0,10.5497936405,17.3578932285,-0.1873001,2016_9_26-17_24_34,3
10.0,6.38000376471,58.2388091087,-0.1716002,2016_9_26-17_25_24,3
5.0,3.27904439301,62.5206882954,-0.3931660,2016_9_26-17_25_34,3
5.0,2.5243034779,83.1010651589,-0.3812396,2016_9_26-17_26_8,3
14.0,9.27798252178,148.784869194,-0.4841233,2016_9_26-17_27_20,3
0.0,0.651052408765,149.169364214,-0.5617946,2016_9_26-17_27_38,3
0.0,0.533334343786,1.00135803223e-05,-0.1428805,2016_9_26-17_24_5,3
10.0,12.9592339566,31.5769999027,-0.2444140,2016_9_26-17_24_51,3
